Num.,Nome completo,E-mail,Telefone,Área,Idioma de interesse,Leva,Modelo de aula,Resultado nivelamento,Data Nivelamento,Nivel Recente,Data que o Lingopass deu acesso,Data de Primeiro acesso,A0,A0 AoV,"Tempo de conclusão em dias 
Início Fim",A1,A1 AoV,"Tempo de conclusão em dias 
Início Fim.1",A2,A2 AoV,"Tempo de conclusão em dias 
Início Fim.2",B1,B1 AoV,"Tempo de conclusão em dias 
Início Fim.3",B2,B2 AoV,"Tempo de conclusão em dias 
Início Fim.4",C1,C1 AoV,"Tempo de conclusão em dias 
Início Fim.5",C2,C2 AoV,total progresso,"Tempo de conclusão em dias 
Início Fim.6",Progresso (nível do nivelamento),Progresso (qualquer nível),Média A0,Média A1,Média A2,Média B1,Média B2,Média C1,Média C2,Média total,Primeiro Acesso,Primeiro acesso curso que foi nivelado,Último Acesso,Tempo Total Plataforma,Tempo Total AoV,Tempo Total,tempo plataforma minutos,tempo AOV minutos,tempo total,% plataforma ,Turmas Fixas,Horário,Turno,Tutor,Nativo?,Quantidade Mensagens,Observação,Nome Gestor,Gestor,Empresa,Cancelou,Data de cancelamento,Data que deve perder acesso ,Justificativa,Sobre o curso: Quão satisfeito você ficou com seu curso em geral?,"Recomendação, comentário ou sugestão: Você recomendaria nosso curso? (1 sendo nunca e 10 com certeza)","Recomendação, comentário ou sugestão: Tem alguma sugestão ou comentário que queira nos enviar?"
252.0,Amanda Miller,christopher40@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,A2,08/02/2023,A2,01/12/2022,08/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,08/02/2023,,21/03/2023,01h 18m,00h 00m,01h 18m,78.0,0.0,78.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,andersonamy@example.org,EMBRAER,,,,,,,
5.0,Matthew Wise,david55@example.net,,TEC,INGLÊS,1,TURMA FIXA,B1,10/10/2022,B1,01/09/2022,10/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,10/10/2022,,10/10/2022,00h 01m,00h 00m,00h 01m,1.0,0.0,1.0,100%,EN | EMB2 | TEC | INT29,Terças e quintas ás 20:30h,Noite,Gustavo,Brasileiro,2.0,Aluno da turma 1 que deseja trocar de modalidade,,krodriguez@example.org,EMBRAER,,,,,,,
339.0,Anthony Bowen,sandrajohnston@example.com,,ADM,INGLÊS,2,TURMA FIXA,A2,21/12/2022,A2,01/12/2022,21/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",80.58%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,21/12/2022,,12/04/2023,00h 02m,12h 53m,12h 55m,2.0,773.0,775.0,0%,EN | EMB2 | ADM | BAS14,Segundas e quartas às 09h,Manhã,Paola,Brasileiro,1.0,,,melissamarshall@example.net,EMBRAER,,,,,,,
160.0,Corey Davis,jonathan57@example.com,,TI,INGLÊS,2,TURMA FLEXÍVEL,B1,15/12/2022,B1,01/12/2022,15/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"22,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,"22,00%","22,00%",-,-,-,-,-,-,-,,15/12/2022,,24/03/2023,04h 37m,00h 00m,04h 37m,277.0,0.0,277.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,robinburgess@example.net,EVE,,,,,,,
12.0,Amanda Woodard,jmason@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,24/01/2023,B1,01/09/2022,24/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",10.24%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,24/01/2023,,19/04/2023,00h 00m,01h 38m,01h 38m,0.0,98.0,98.0,0%,EN | EMB | ADM | INT09,Segundas e quartas às 08h,Manhã,Amanda,Brasileiro,2.0,,,mclark@example.org,EMBRAER,,,,,,,
174.0,John Campbell,kimdesiree@example.com,,TI,INGLÊS,2,TURMA FLEXÍVEL,B1,14/12/2022,B1,01/12/2022,14/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",31.45%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,14/12/2022,,17/02/2023,00h 50m,05h 02m,05h 52m,50.0,302.0,352.0,14%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,watsontanner@example.net,EMBRAER,,,,,,,
,Robert Ferguson,ashleetorres@example.org,,ADM,INGLÊS,3,TURMA FLEXÍVEL,B1,09/02/2023,B1,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"5,00%",17.99%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,"5,00%","5,00%",,,,,,,,,09/02/2023,,10/03/2023,01h 34m,02h 52m,04h 27m,94.0,172.0,266.0,35%,,,,,,,,,gonzalezkevin@example.org,,Cancelou,04/04/2023,45021,"Não se adaptado ao modelo de aula flexível, ele diz que este modelo de conversação mais “solto”, com menos gramática, etc não atendeu ao que ele esperava... Orientado a participar de uma aula do modelo fixo mas pela percepção de alguns colegas serem a mesma em relação a turma fixa, ele preferiu seguir com o cancelamento.",,,
24.0,Julie Moore,kathleen06@example.net,,TEC,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",178.09%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,27/09/2022,,25/04/2023,00h 09m,29h 25m,29h 34m,9.0,1.765,1.774,1%,EN | EMB | TEC | INT08,Terças e quintas às 16h,Tarde,Ricardo,Brasileiro,2.0,,,rhenry@example.net,EMBRAER,,,,,,,
,Loretta Randolph,huntermonica@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,B1,19/04/2023,B1,01/02/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,Quarta-Feira e Sexta-Feira,Manhã,,,,,,joseph37@example.com,EVE AIR MOBILITY,,,,,,,
356.0,Cathy Blake,jerrylove@example.com,,TEC,INGLÊS,3,TURMA FLEXÍVEL,B1,15/02/2023,B1,01/02/2023,15/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",6.20%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/02/2023,,13/04/2023,01h 08m,00h 59m,02h 07m,68.0,59.0,127.0,54%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,jbrown@example.net,EMBRAER,,,,,,,
32.0,Philip Williams,nicholasbaldwin@example.com,,TEC,INGLÊS,1,TURMA FLEXÍVEL,B1,Nunca acessou,B1,01/09/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,lisa39@example.com,EMBRAER,,,,,,,
48.0,Jonathan Chandler,johnfox@example.com,,TEC,INGLÊS,1,TURMA FIXA,B1,28/09/2022,B1,01/09/2022,28/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,28/09/2022,,28/09/2022,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,EN | EMB | TEC | INT07,Terças e quintas às 08h,Manhã,Dewayne,Nativo,2.0,,,christopher16@example.com,EMBRAER,,,,,,,
49.0,Michael Sharp,collinschristine@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",22.33%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,02/02/2023,00h 00m,03h 34m,03h 34m,0.0,214.0,214.0,0%,EN | EMB | TEC | INT08,Terças e quintas às 16h,Tarde,Ricardo,Brasileiro,2.0,,,ashley15@example.net,EMBRAER,,,,,,,
56.0,Christopher Brown,timothycooper@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,12/10/2022,B1,01/09/2022,12/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,12/10/2022,,12/10/2022,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,EN | EMB | ADM | INT10,Terças e quintas às 08h,Manhã,Awynner,Brasileiro,4.0,,,april20@example.com,EMBRAER,,,,,,,
64.0,Cody Miller,sanforddonna@example.com,,ADM,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",186.92%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,24/04/2023,00h 11m,30h 53m,31h 04m,11.0,1.853,1.864,1%,EN | EMB | ADM | INT09,Segundas e quartas às 08h,Manhã,Amanda,Brasileiro,2.0,,,spencersantiago@example.org,EMBRAER,,,,,,,
180.0,Ronald Page,xalexander@example.org,,TEC,INGLÊS,2,TURMA FIXA,B1,16/12/2022,B1,01/12/2022,16/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"1,00%",78.70%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,16/12/2022,,25/04/2023,00h 13m,12h 53m,13h 07m,13.0,773.0,786.0,2%,EN | EMB2 | TEC | INT27,Terças e quintas às 18h,Noite,Larissa,Brasileiro,1.0,,,amberlopez@example.net,EMBRAER,,,,,,,
,Duane Ochoa,bensonrachel@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,,B1,01/09/2022,16/11/2022,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,16/11/2022,,,,,,,,,#DIV/0!,,,,,,,,,estesbenjamin@example.net,,Cancelou,10/02/2023,13/03/2023,Não informado,,,
71.0,Eric Gordon,nelsonlance@example.com,,TI,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",35.79%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,29/11/2022,00h 00m,05h 43m,05h 43m,0.0,343.0,343.0,0%,EN | EMB | TI | INT03,Terças e quintas às 08h,Manhã,Ricardo,Brasileiro,2.0,,,tanya90@example.com,EMBRAER,,,,,,,
74.0,Patrick Jimenez,juliebrown@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,Nunca acessou,B1,01/09/2022,Nunca acessou,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,Nunca acessou,,,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,EN | EMB | TEC | INT08,Terças e quintas às 16h,Tarde,Ricardo,Brasileiro,2.0,,,singhjacqueline@example.net,EMBRAER,,,,,,,
76.0,Michael Ali,kevinboyd@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",111.82%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,26/09/2022,,25/04/2023,00h 00m,36h 25m,36h 25m,0.0,2.185,2.185,0%,EN | EMB | TEC | INT16,Terças e quintas às 15h,Tarde,Eduardo,Brasileiro,2.0,,,npratt@example.org,EMBRAER,,,,,,,
373.0,Melissa Robertson,emily29@example.com,,TEC,INGLÊS,3,AULA PARTICULAR,B1,09/02/2023,B1,01/02/2023,09/02/2023,"34,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",34.96%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,24/04/2023,01h 24m,05h 35m,07h 00m,84.0,335.0,419.0,20%,EN | EMB3 | PRIV | INT01,Segundas e quartas às 19h,Noite,Luíza,Brasileira,,,,mhancock@example.org,EMBRAER,,,,,,,
78.0,Anthony Hayes,kimberlymontes@example.net,,TI,INGLÊS,1,TURMA FIXA,B1,06/10/2022,B1,01/09/2022,06/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.27%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,06/10/2022,,10/10/2022,00h 00m,00h 02m,00h 02m,0.0,2.0,2.0,0%,EN | EMB | TI | INT06,Segundas e quartas às 18h,Noite,Victor,Nativo,2.0,,,tina52@example.com,EMBRAER,,,,,,,
88.0,Sean Barton,donnaedwards@example.com,,TI,INGLÊS,1,TURMA FIXA,B1,28/09/2022,B1,01/09/2022,28/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",103.72%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,28/09/2022,,13/02/2023,00h 07m,16h 35m,16h 43m,7.0,995.0,1.002,1%,EN | EMB | TI | INT02,Segundas e quartas às 08h,Manhã,Fábio,Brasileiro,2.0,,,jamesschwartz@example.net,EMBRAER,,,,,,,
,Christopher Bryan,wlambert@example.org,,-,INGLÊS,1,TURMA FIXA,B1,,B1,01/09/2022,03/10/2022,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,03/10/2022,,,,,,,,,#DIV/0!,,,,,,,,,christopherhenry@example.org,,Cancelou,24/11,24/12,Não informado,,,
189.0,Jeanette Romero,robyn58@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,13/12/2022,B1,01/12/2022,13/12/2022,"0,00%",0.00%,,"2,00%",0.00%,,"4,00%",0.00%,,"34,00%",44.91%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,"79,15%",-,-,-,"79,15%",13/12/2022,,25/04/2023,06h 52m,07h 11m,14h 04m,412.0,431.0,843.0,49%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,mwilliams@example.org,EMBRAER,,,,,,,
190.0,Zachary Young,jill43@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,14/12/2022,B1,01/12/2022,14/12/2022,"9,00%",0.00%,,"0,00%",0.00%,,"8,00%",0.00%,,"27,00%",2.43%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,"95,00%",-,-,-,"95,00%",14/12/2022,,03/04/2023,09h 07m,00h 23m,09h 31m,547.0,23.0,570.0,96%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,roygutierrez@example.com,EMBRAER,,,,,,,
97.0,Gregory Caldwell,daniellegallegos@example.com,,TEC,INGLÊS,1,TURMA FIXA,B1,11/10/2022,B1,01/09/2022,11/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",28.92%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,11/10/2022,,03/11/2022,00h 00m,04h 37m,04h 37m,0.0,277.0,277.0,0%,EN | EMB | TEC | INT07,Terças e quintas às 08h,Manhã,Dewayne,Nativo,2.0,,,hayesdavid@example.org,EMBRAER,,,,,,,
,Brandi Harris,kaitlyn42@example.net,,-,INGLÊS,1,TURMA FIXA,B1,,B1,01/09/2022,28/09/2022,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,28/09/2022,,,,,,,,,#DIV/0!,,,,,,,,,carolinebaker@example.org,,Cancelou,13/12,13/01,"O principal motivo é que não está sendo eficaz para mim, pois com o antigo fornecedor Berlitz eu tinha evolução no aprendizado, com conteúdo gramatical e conversação aplicado em sala virtual com professor e alunos.
Nesse atual fornecedor, a plataforma é mais autodidata e nas aulas são mais conversação com temas genéricos e em níveis diversificados de alunos.
Enfim, experimentei algumas semanas as aulas, fiz alguns exercícios, participei de outras aulas de conversação que a plataforma permite, entrei em tira dúvidas, e mesmo assim, não está sendo eficaz no meu aprendizado, por isso, prefiro cancelar minha inscrição no curso de inglês neste momento, quem sabe numa próxima oportunidade.",,,
394.0,Courtney Pierce,donnawashington@example.org,,ADM,INGLÊS,3,TURMA FLEXÍVEL,B1,13/02/2023,B1,01/02/2023,13/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/02/2023,,22/02/2023,01h 15m,00h 00m,01h 15m,75.0,0.0,75.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,leebrianna@example.com,EMBRAER,,,,,,,
191.0,Kyle Strickland,evanschristopher@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"5,00%",90.49%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,24/04/2023,01h 12m,14h 28m,15h 41m,72.0,868.0,940.0,8%,EN | EMB2 | ADM | INT33,Segundas e quartas às 12h,Tarde,Victor,Nativo,1.0,,,powellbrian@example.org,EMBRAER,,,,,,,
193.0,Brenda Jones,melissa21@example.com,,TEC,INGLÊS,2,TURMA FLEXÍVEL,B1,15/12/2022,A2,01/12/2022,15/12/2022,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",61.69%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/12/2022,,26/04/2023,02h 10m,10h 43m,12h 54m,130.0,643.0,773.0,17%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,Aluno nivelado no B1 migrou para o básico,,watsonalexa@example.org,EMBRAER,,,,,,,
198.0,Kathryn Robertson,hollyvaldez@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,06/01/2023,B1,01/12/2022,06/01/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",63.25%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,06/01/2023,,15/02/2023,00h 00m,10h 07m,10h 07m,0.0,607.0,607.0,0%,EN | EMB2 | ADM | INT22,Segundas e quartas às 20:30,Noite,Paulo,Brasileiro,1.0,,,lynnmelinda@example.com,EMBRAER,,,,,,,
367.0,Sonya Flores,kmurray@example.org,,ADM,INGLÊS,3,TURMA FIXA,B1,14/02/2023,B1,01/02/2023,14/02/2023,"0,00%",0.00%,,"7,00%",0.00%,,"0,00%",0.00%,,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,14/02/2023,,18/04/2023,02h 17m,00h 00m,02h 17m,137.0,0.0,137.0,100%,EN | EMB3 | ADM | INT40,Segundas e quartas às 18h,Noite,Luíza,Brasileiro,,,,sanchezkelly@example.net,EMBRAER,,,,,,,
205.0,Jessica Curtis,garciamichael@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,15/12/2022,B1,01/12/2022,15/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",40.05%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/12/2022,,21/03/2023,00h 06m,06h 24m,06h 31m,6.0,384.0,390.0,2%,EN | EMB2 | ADM | INT23,Terças e quintas às 9h,Manhã,Dani,Brasileiro,1.0,,,jacksonsandra@example.com,EMBRAER,,,,,,,
374.0,Sarah Schwartz,hannah29@example.org,,ADM,INGLÊS,3,TURMA FLEXÍVEL,B1,13/02/2023,A2,01/02/2023,13/02/2023,"0,00%",0.00%,,"12,00%",0.00%,,"23,00%",2.85%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/02/2023,,25/04/2023,08h 22m,00h 27m,08h 49m,502.0,27.0,529.0,95%,Turma flexível,FLEX,FLEX,FLEX,FLEX,6.0,,,jennifer08@example.com,EMBRAER,,,,,,,
,Jordan Jensen,sean39@example.org,,TEC,INGLÊS,4,TURMA FIXA,B2,13/02/2023,B2,01/02/2023,13/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/02/2023,,13/04/2023,00h 02m,00h 00m,00h 02m,2.0,0.0,2.0,100%,Turma 47 - TEC - INT - segundas e quartas às 11h,Segunda-feira e Quarta-feira,Tarde,Não definido,,,,,brian02@example.org,EMBRAER,,,,,,,
206.0,Phillip Barnett,terrence67@example.com,,TEC,INGLÊS,2,TURMA FIXA,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"1,00%",84.09%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,12/12/2022,,19/04/2023,01h 07m,13h 27m,14h 35m,67.0,807.0,874.0,8%,EN | EMB2 | TEC | INT25,Segundas e quartas às 10h,Manhã,Awynner,Brasileiro,1.0,,,fpena@example.net,EMBRAER,,,,,,,
209.0,Mary Green,alisonpeterson@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,13/12/2022,B1,01/12/2022,13/12/2022,"14,00%",0.00%,,"3,00%",0.00%,,"0,00%",0.00%,,"19,00%",30.38%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,13/12/2022,,14/03/2023,05h 00m,04h 51m,09h 52m,300.0,291.0,591.0,51%,Turma flexível,FLEX,FLEX,FLEX,FLEX,3.0,,,sharon00@example.net,EMBRAER,,,,,,,
100.0,Phillip Hayden,bpeterson@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,11/10/2022,B1,01/09/2022,11/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",4.72%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,11/10/2022,,25/10/2022,00h 00m,02h 27m,02h 27m,0.0,147.0,147.0,0%,EN | EMB | TEC | INT07,Terças e quintas às 08h,Manhã,Dewayne,Nativo,3.0,,,deanstacie@example.net,EMBRAER,,,,,,,
385.0,Kimberly Lee,sheltonkelly@example.org,,TEC,INGLÊS,3,TURMA FLEXÍVEL,B1,09/02/2023,B1,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,09/02/2023,,11/04/2023,04h 47m,00h 00m,04h 47m,287.0,0.0,287.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,christinanorman@example.net,EMBRAER,,,,,,,
,Emily Horton,ryanibarra@example.org,,-,INGLÊS,1,TURMA FIXA,B1,,B1,01/09/2022,28/09/2022,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,28/09/2022,,,,,,,,,#DIV/0!,,,,,,,,,karirogers@example.com,,Cancelou,13/12,13/01,"O ponto mais relevante que me fez tomar essa decisão foi que não me identifiquei com a plataforma do curso e essa é a principal fonte de treinamento, uma vez que o curso é ministrado lá e as aulas são para conversação e dúvidas.",,,
,Ronnie Martin,sandersmichael@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,,B1,01/12/2022,29/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/12/2022,,,,,,,,,#DIV/0!,,,,,,,,,jeremybarber@example.com,,Cancelou,10/03/2023,10/04/2023,"Elogiou o curso dizendo ser excelente, e que sua saída é apenas por conflito de disponibilidade/agenda",,,
103.0,Kristopher Knapp,jason87@example.net,,ADM,INGLÊS,1,TURMA FIXA,B1,03/11/2022,A1,01/09/2022,03/11/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",-,-,-,-,-,-,-,,03/11/2022,,16/12/2022,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,EN | EMB3 | ADM | INT38,Segundas e quartas às 16h,Tarde,Ricardo,Brasileiro,2.0,,,charrington@example.com,EMBRAER,,,,,,,
400.0,Valerie Freeman,parkerkevin@example.org,,ADM,INGLÊS,3,AULA PARTICULAR,B1,15/02/2023,B1,01/02/2023,15/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"8,00%",56.03%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,,,,-,-,-,-,-,-,-,,15/02/2023,,25/04/2023,02h 56m,09h 59m,12h 56m,176.0,599.0,775.0,23%,EN | EMB3 | PRIV | INT03,Terças e quintas às 14h,Tarde,Karyne,Brasileiro,7.0,,,bjimenez@example.net,EMBRAER,,,,,,,
