Unnamed: 0,Num.,Nome completo,Área,Idioma de interesse,Modelo de aula,Resultado nivelamento,Leva,Primeiro Acesso,Último Acesso,A0,A0 AoV,A1,A1 AoV,A2,A2 AoV,B1,B1 AoV,B2,B2 AoV,C1,C1 AoV,C2,C2 AoV,tempo plataforma minutos,tempo AOV minutos,tempo total,total progresso,E-mail
263,328.0,Michael Ellis,TEC,INGLÊS,TURMA FIXA,B1,2,13/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",162.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,8.0,1.563,1.571,2%,stephen86@example.net
264,,Robert Phillips,-,INGLÊS,TURMA FLEXÍVEL,A2,1,21/11/2022,19/01/2023,"0,00%",0.00%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,125.0,0.0,125.0,2%,benjamin01@example.net
265,161.0,Kimberly Foster,ADM,INGLÊS,TURMA FIXA,B1,2,06/01/2023,12/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",127.78%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,33.0,1.226,1.259,1%,manningdeanna@example.com
266,176.0,Kelsey Smith,ADM,INGLÊS,TURMA FIXA,B1,2,09/01/2023,17/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",106.30%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,20.0,1.02,1.04,1%,murphykimberly@example.net
267,,Danielle Yoder,TEC,INGLÊS,TURMA FIXA,A1,4,13/04/2023,25/04/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,17.0,0.0,17.0,1%,vdavis@example.net
268,34.0,Mrs. Elizabeth Holloway,TI,INGLÊS,TURMA FLEXÍVEL,B1,1,26/09/2022,14/03/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",40.35%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,71.0,387.0,458.0,1%,pturner@example.com
269,38.0,Michael Brown,TI,INGLÊS,TURMA FIXA,B1,1,13/10/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",168.55%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,17.0,1.67,1.687,1%,kwilliams@example.net
270,,Jeremy Ward,TEC,INGLÊS,TURMA FLEXÍVEL,C1,4,13/04/2023,14/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,72.0,0.0,72.0,1%,bstephens@example.org
271,,Robin Morrison,ADM,INGLÊS,TURMA FIXA,A2,4,19/04/2023,19/04/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,1%,lambertkelly@example.org
272,,Brianna Buck,TEC,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,48.0,0.0,48.0,1%,joshua67@example.org
273,,Christopher Hayes,TI,INGLÊS,TURMA FIXA,A1,1,26/09/2022,20/12/2022,"1,00%",0.00%,"0,00%",25.69%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,3.0,246.0,249.0,1%,timothyvazquez@example.org
274,60.0,Pamela Gilbert,TI,INGLÊS,TURMA FLEXÍVEL,B1,1,28/09/2022,15/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",35.68%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,15.0,342.0,357.0,1%,george30@example.net
275,228.0,Donald Christian,TI,INGLÊS,TURMA FIXA,A1,2,03/01/2023,25/04/2023,"1,00%",0.00%,"0,00%",109.43%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,1.105,1.107,1%,thomas49@example.org
276,90.0,Stephen Watkins,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",110.65%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,21.0,1.062,1.083,1%,timothyallen@example.org
277,95.0,Melvin Mcbride,TI,INGLÊS,TURMA FLEXÍVEL,B1,1,26/09/2022,12/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",62.94%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,67.0,604.0,671.0,1%,millerjulia@example.com
278,,Tanya Price,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,14/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,0.0,6.0,1%,ldennis@example.net
279,110.0,Sarah Morgan,ADM,INGLÊS,TURMA FLEXÍVEL,B2,1,26/09/2022,06/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",64.27%,"0,00%",0.00%,"0,00%",0.00%,10.0,718.0,728.0,1%,jonathan06@example.net
280,299.0,Jeremy Walker,TI,INGLÊS,TURMA FIXA,B1,2,12/12/2022,24/04/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",137.28%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,17.0,1.526,1.543,1%,scottalexander@example.com
281,,Pamela Martinez,ADM,INGLÊS,TURMA FIXA,A2,4,13/04/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,7.0,0.0,7.0,1%,ryanjimenez@example.net
282,135.0,Christina Bell,TI,INGLÊS,TURMA FIXA,C1,1,26/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",184.39%,"1,00%",0.00%,"0,00%",0.00%,47.0,1.81,1.857,1%,umoran@example.com
283,137.0,James Miller,TI,INGLÊS,TURMA FIXA,A1,1,16/11/2022,02/02/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,1%,dmanning@example.net
284,138.0,Charles Smith,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,26/09/2022,04/10/2022,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,37.0,0.0,37.0,1%,stevenyoung@example.com
285,164.0,Sarah Woods,TEC,INGLÊS,TURMA FIXA,A2,2,09/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",18.80%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.265,1.265,0%,hurleyamber@example.net
286,5.0,Robert Reynolds,TEC,INGLÊS,TURMA FIXA,B1,1,10/10/2022,10/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,1.0,0.0,1.0,0%,debra63@example.net
287,170.0,Sharon Walker,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",151.90%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,5.0,1.508,1.513,0%,vincentjennifer@example.org
288,,Kayla Rodgers,ADM,INGLÊS,TURMA FIXA,C1,4,19/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,emilywilliams@example.com
289,,Kelli Sherman,ADM,INGLÊS,TURMA FIXA,B1,4,13/04/2023,26/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,24.0,0.0,24.0,0%,daniellesmith@example.net
290,11.0,Troy Conway,ADM,INGLÊS,TURMA FIXA,A2,1,26/09/2022,19/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",6.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,57.0,61.0,0%,anthony04@example.net
291,12.0,Mary Riley,ADM,INGLÊS,TURMA FIXA,B1,1,24/01/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",10.24%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,98.0,98.0,0%,dawn29@example.org
292,,Christian Coleman,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,18/04/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,joseph97@example.org
293,,Michael Moore,TEC,INGLÊS,TURMA FIXA,B2,4,17/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,1.0,0.0,1.0,0%,usullivan@example.com
294,,Brittany Ellis,ADM,INGLÊS,TURMA FIXA,B1,4,17/04/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,singhjennifer@example.com
295,16.0,Sharon Melendez,ADM,INGLÊS,TURMA FIXA,C1,1,28/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",139.68%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,1.399,1.405,0%,ydelacruz@example.org
296,,Robert Greene,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,16.0,0.0,16.0,0%,robertmiller@example.com
297,20.0,Melissa Ramirez,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,lindseycory@example.net
298,187.0,Stacey Vargas,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",102.32%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,7.0,1.036,1.043,0%,toddsharp@example.net
299,24.0,Robert Harris,TEC,INGLÊS,TURMA FIXA,B1,1,27/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",178.09%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,9.0,1.765,1.774,0%,bakerabigail@example.org
300,,Emily Ray,ADM,INGLÊS,TURMA FIXA,B2,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,3.0,0.0,3.0,0%,benjamin28@example.org
301,,Jordan Castaneda,ADM,INGLÊS,TURMA FIXA,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,5.0,0.0,5.0,0%,kgarcia@example.org
302,,William Kline,ADM,INGLÊS,TURMA FLEXÍVEL,C1,4,18/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,0%,bpeters@example.net
303,,Ashley Hill,TEC,INGLÊS,TURMA FIXA,B2,4,13/02/2023,13/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,0%,harrismackenzie@example.org
304,,Marie Perez,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,18/04/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,zreyes@example.net
305,31.0,Julie Hensley,TI,INGLÊS,TURMA FIXA,A1,1,28/09/2022,28/09/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,25.0,0.0,25.0,0%,johnparker@example.com
306,32.0,Justin Simpson,TEC,INGLÊS,TURMA FLEXÍVEL,B1,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,brianyoung@example.com
307,,James Brown,ADM,INGLÊS,TURMA FIXA,A1,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,0%,gabrielspears@example.net
308,,Tina Hawkins,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,19/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,0%,cherrycorey@example.com
309,,Joseph Hebert,ADM,ESPANHOL,AULAS PARTICULARES,A1,4,14/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,cassandrajohnson@example.net
310,,Jennifer Cooper,ADM,INGLÊS,TURMA FIXA NATIVO,B2,4,13/04/2023,13/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,derrickross@example.org
311,207.0,Robin Ramirez,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",82.87%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,3.0,1.11,1.113,0%,amanda38@example.com
312,,Mark Mendoza,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,26/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,tatemax@example.com
313,,Kevin Kelley,ADM,INGLÊS,TURMA FIXA,B1,4,19/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,0%,herringjonathan@example.org
314,45.0,David Rich,TI,INGLÊS,TURMA FLEXÍVEL,B2,1,18/10/2022,02/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",35.98%,"0,00%",0.00%,"0,00%",0.00%,0.0,345.0,345.0,0%,diane67@example.net
315,,Andrea Woods,ADM,INGLÊS,TURMA FIXA,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,5.0,0.0,5.0,0%,duncancourtney@example.com
316,47.0,Victoria Johnson,TI,INGLÊS,TURMA FIXA,A2,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,troyday@example.com
317,48.0,Jessica Yang,TEC,INGLÊS,TURMA FIXA,B1,1,28/09/2022,28/09/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,zsimmons@example.net
318,49.0,Alex Smith,TEC,INGLÊS,TURMA FIXA,B1,1,26/09/2022,02/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",22.33%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,214.0,214.0,0%,lgriffin@example.com
319,56.0,Joseph Fischer,ADM,INGLÊS,TURMA FIXA,B1,1,12/10/2022,12/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,simonlaura@example.org
320,58.0,Cynthia Aguirre,ADM,INGLÊS,TURMA FIXA,A2,1,30/09/2022,30/09/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,walkertroy@example.net
321,,Charles Armstrong,ADM,INGLÊS,AULAS PARTICULARES,B2,4,16/04/2023,16/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,josebryant@example.org
322,61.0,Manuel Jones,TEC,ESPANHOL,TURMA FLEXÍVEL,A1,1,30/01/2023,28/02/2023,"0,00%",0.00%,"0,00%",11.29%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,5.0,108.0,113.0,0%,christopherreeves@example.net
323,,Patrick Hawkins,TEC,INGLÊS,TURMA FIXA,B2,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,12.0,0.0,12.0,0%,patricia15@example.com
324,63.0,Julia Smith,ADM,INGLÊS,TURMA FIXA,B2,1,26/09/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",56.43%,"0,00%",0.00%,"0,00%",0.00%,1.0,541.0,542.0,0%,ayalasamuel@example.net
325,,Phillip King,ADM,INGLÊS,TURMA FIXA,B2,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,wendy74@example.net
326,64.0,Jacob Peterson,ADM,INGLÊS,TURMA FIXA,B1,1,26/09/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",186.92%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,11.0,1.853,1.864,0%,wallsusan@example.com
327,,Stephen Ward,ADM,INGLÊS,TURMA FIXA,B2,4,12/02/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,hstrong@example.net
328,223.0,Morgan Rogers,ADM,INGLÊS,TURMA FIXA,B1,2,10/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",61.14%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,1.018,1.024,0%,knightsara@example.com
329,227.0,Daniel Rodriguez,ADM,INGLÊS,TURMA FIXA,B2,2,12/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",118.94%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.141,1.141,0%,wendykelly@example.com
330,68.0,Joel Brennan,ADM,INGLÊS,TURMA FLEXÍVEL,B2,1,27/09/2022,31/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,michellegreen@example.org
331,,Brent Day,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,14/04/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,0.0,6.0,0%,joshuajones@example.org
332,232.0,Randy Jones II,ADM,INGLÊS,TURMA FIXA,C1,2,03/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",172.32%,"0,00%",0.00%,5.0,1.654,1.659,0%,christine20@example.org
333,69.0,Heather Spencer,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,03/10/2022,23/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",43.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,413.0,413.0,0%,sullivansteven@example.net
334,,Matthew Stephens,ADM,INGLÊS,TURMA FLEXÍVEL,A1,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,hmelendez@example.net
335,,Heather Garcia,ADM,INGLÊS,TURMA FIXA,A2,4,13/04/2023,13/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,31.0,0.0,31.0,0%,mcguirepeter@example.net
336,,Valerie Diaz,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,18/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,jaybrown@example.org
337,,Angel Smith,ADM,INGLÊS,TURMA FIXA,B1,1,16/11/2022,,,,,,,,,,,,,,,,,,,0%,farmerjustin@example.com
338,71.0,Jimmy Flowers,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,29/11/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",35.79%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,343.0,343.0,0%,colliertheresa@example.org
339,,Joseph Davis,ADM,INGLÊS,TURMA FIXA,A1,4,14/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,14.0,0.0,14.0,0%,jasonpope@example.net
340,74.0,Benjamin Morrison,TEC,INGLÊS,TURMA FIXA,B1,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,john01@example.com
341,,Jennifer Carter,-,INGLÊS,TURMA FIXA,B2,1,26/09/2022,,,,,,,,,,,,,,,,,,,0%,josephluna@example.com
342,,Tiffany Williams,ADM,INGLÊS,TURMA FLEXÍVEL,B2,4,19/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,0%,timothy11@example.org
343,76.0,Michael Brown,TEC,INGLÊS,TURMA FIXA,B1,1,26/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",111.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,2.185,2.185,0%,devingardner@example.net
344,247.0,Philip Young,ADM,INGLÊS,TURMA FIXA,B1,2,10/01/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",126.76%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.216,1.216,0%,jeffreybryant@example.net
345,,Connie Wu,TI,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,uleonard@example.net
346,,Cody Bell,ADM,INGLÊS,TURMA FIXA,B1,4,15/02/2023,17/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,rebeccapace@example.net
347,78.0,Miranda Pierce,TI,INGLÊS,TURMA FIXA,B1,1,06/10/2022,10/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.27%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,2.0,2.0,0%,jamesbailey@example.com
348,,Andres Mejia,-,INGLÊS,TURMA FLEXÍVEL,INGLÊS,1,Nunca acessou,,,,,,,,,,,,,,,,,,,0%,pattersonmaria@example.org
349,,Matthew Carroll,TI,INGLÊS,TURMA FLEXÍVEL,B2,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,scottmitchell@example.com
350,,Douglas Nixon,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,8.0,0.0,8.0,0%,michael59@example.org
351,86.0,Brian Turner,TEC,INGLÊS,TURMA FLEXÍVEL,C1,1,27/09/2022,17/11/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",9.02%,"0,00%",0.00%,0.0,87.0,87.0,0%,mcastaneda@example.org
352,87.0,James Wilson,TEC,INGLÊS,TURMA FIXA,B2,1,30/09/2022,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",148.44%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.425,1.425,0%,ann34@example.org
